Codigo,CategoriaCadastro,NomeCadastro
6390,LUMINARIA,PLAFON LED QUADRADO PSQ-030B 3 EM 1
6391,LUMINARIA,PLAFON LED QUADRADO PSQ-030P 3 EM 1
6392,LUMINARIA,PLAFON LED QUADRADO PSQ-040B 3 EM 1
6393,LUMINARIA,PLAFON LED QUADRADO PSQ-040P 3 EM 1
6394,LUMINARIA,PLAFON LED QUADRADO PSQ-050B 3 EM 1
6395,LUMINARIA,PLAFON LED QUADRADO PSQ-050P 3 EM 1
6396,PENDENTE,PENDENTE LM-002P G9X5
6397,PENDENTE,PENDENTE NTL-016 5W 3000K
6398,PENDENTE,PENDENTE NTL-017 5W 3000K
6399,PENDENTE,PENDENTE PLC-001 25W 3000K
6400,PENDENTE,PENDENTE PLC-002 38W 3000K
6401,ARANDELA,ARANDELA ACL-001 8W 3000K
6402,ARANDELA,ARANDELA ACL-002 12W 3000K
6403,PENDENTE,PENDENTE PLC-101 5W 3000K
6404,PENDENTE,PENDENTE PLC-102 18W 3000K
6412,LÂMPADA,LÂMPADA FILAMENTO VINTAGE 4W 1800K
6413,LAMPADA,LÂMPADA FILAMENTO GLOW 4W 1800K
6414,LÂMPADA,LÂMPADA FILAMENTO FLAME 4W 1800K
6415,LÂMPADA,LÂMPADA FILAMENTO AMBAR 4W 2200K
6416,ABAJUR,ABAJUR MUSE BRANCO E27
6417,ABAJUR,ABAJUR BLOOM VERDE 3 EM 1 RECARREGÁVEL
6418,ABAJUR,ABAJUR BLOOM PRETO 3EM1 RECARREGÁVEL
6419,ABAJUR,ABAJUR BLOOM CINZA 3EM1 RECARREGÁVEL
6420,ABAJUR,ABAJUR BLOOM ROSA 3EM1 RECARREGÁVEL
6421,PENDENTE,PENDENTE ONYX PRETO GU10x1
6422,PENDENTE,PENDENTE ONYX ÂMBAR GU10x1
6423,LUMINARIA,PLAFON ARBOR LARGE PRETO 30W 3EM1
6424,PENDENTE,PENDENTE ARBOR LARGE PRETO 30W 3EM1
6425,LUMINARIA,PLAFON ARBOR 380 PRETO 18W 3EM1
6426,LUMINARIA,PLAFON ARBOR 380 BRANCO 18W 3EM1
6427,LUMINARIA,PLAFON ARBOR 480 PRETO 30W 3EM1
6428,LUMINARIA,PLAFON ARBOR 480 BRANCO 30W 3EM1
6440,LUIMINARIA,LUMINÁRIA SOBREPOR LED SP-013 18W 3000K
6441,LUMINARIA,LUMINÁRIA SOBREPOR LED SP-014 24W 3000K
6442,LUMINARIA,LUMINÁRIA SOBREPOR LED SP-015 32W 3000K
6443,ARANDELA,ARANDELA LED AL-29-PR 2W 3000K PRETA
6444,ARANDELA,ARANDELA LED AL-29-BR 2W 3000K BRANCA
6445,ARANDELA,ARANDELA LED AL-31-PR 5W 3000K PRETA
6446,ARNADELA,ARANDELA LED AL-31-BR 5W 3000K BRANCA
6447,ARANDELA,ARANDELA LED AL-03A-PR 4W 3000K PRETA
6448,ARANDELA,ARANDELA LED AL-03A-BR 4W 3000K BRANCA
6449,BALIZADOR,BALIZADOR LED BL-020-PR 12W 65CM 3000K
6450,LUM PARA PISO,LUMINÁRIA PARA PISO LED BLD-001-PR 1W 3000K
6451,LUM PARA PISO,LUMINÁRIA PARA PISO LED BLD-004-PR 1W 3000K
6479,LUM EMERGENCIA,LUMINÁRIA DE EMERGÊNCIA 30LEDS 2W 6500K
6480,LUM EMERGENCIA,LUMINÁRIA DE EMERGÊNCIA 40LEDS 10W 6500K
6490,LUZ NOTURNA,LUZ NOTURNA LNL-001B 3000K
6491,LUZ NOTURNA,LUZ NOTURNA LNL-002B 3000K
6492,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-002B/300 3EM1 20W BRANCO
6493,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-002P/300 3EM1 20W PRETO
6494,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-002B/400 3EM1 24W BRANCO
6495,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-002P/400 3EM1 24W PRETO
6496,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-003MD/300 3EM1 20W MADEIRA
6497,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-003MD/400 3EM1 24W MADEIRA
6498,LUMINARIA,LUMINÁRIA LIGNA-001MD/650 3EM1 30W MADEIRA
6499,LUMINARIA,LUMINÁRIA LIGNA-001MD/950 3EM1 34W MADEIRA
6500,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-004MD/385 3EM1 20W MADEIRA
6501,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-005MD/385 3EM1 21W MADEIRA
6502,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-006MD/390 3EM1 21W MADEIRA
6503,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-006MD/485 3EM1 35W MADEIRA
6504,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-007B/500 3EM1 32W BRANCO
6505,LUMINARIA,PLAFON SOBREPOR QUADRADO PSQ-007B/500 3EM1 36W BRANCO
6506,LUMINARIA,PLAFON SOBREPOR QUADRADO PSQ-007B/970 3EM1 75W BRANCO
6507,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-008B/500 3EM1 35W BRANCO
6508,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-008P/500 3EM1 35W PRETO
6509,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-008B/600 3EM1 48W BRANCO
6510,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-008P/600 3EM1 48W PRETO
6511,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-009MD/400 3EM1 35W MADEIRA
6512,LUMINARIA,PLAFON SOBREPOR REDONDO PSR-010MD/400 3EM1 35W MADEIRA
6513,PENDENTE,PENDENTE LED NTL-018 3000K 7W
6514,PENDENTE,PENDENTE LPB-008 E27x1
6519,DRIVE,DRIVER PARA LUMINARIA 25W
6524,PENDENTE,LEGNA-001
6525,PENDENTE,LEGNA-002
6526,PENDENTE,LEGNA-003
6533,SPOT,LUMINARIA SPOT NX-05R 5W 3000K REDONDA AC100-240V PLASTICO
6534,SPOT,LUMINARIA SPOT NX-05R 5W 6500K REDONDA AC100-240V PLASTICO
6535,SPOT,LUMINARIA SPOT NX-05Q 5W 3000K QUADRADA AC100-240V PLASTICO
6536,SPOT,LUMINARIA SPOT NX-05Q 5W 6500K QUADRADA AC100-240V PLASTICO
6537,LAMPADA,LAMPADA LED T110 65W E27 100-240V
6538,LAMPADA,LAMPADA LED T130 80W E27 100-240V
6539,LAMPADA,LAMPADA LED T150 100W E27 100-240V
6541,PENDENTE,PENDENTE NT-304C G9X1
6542,PENDENTE,PENDENTE NT-304D G9X1
6543,PENDENTE,PENDENTE MADRI-250/MD E27X1
6544,PENDENTE,PENDENTE MADRI-230/MD E27x1
6546,PERFIL LED,PERFIL FLEXÍVEL 1010 2700K 220V 120LD 50M
6548,PERFIL LED,PERFIL FLEXÍVEL 1610 2700K 220V 50M IP65
6550,LUM SOBREPOR,LUMINÁRIA SOBREPOR LP-S004D 3EM1 20W
6551,SPOT,SPOT LED DIRECT-003P 6W 3000K
6552,SPOT,SPOT LED DIRECT-003B 6W 3000K
6553,SPOT,SPOT LED DIRECT-003BP 6W 3000K
6555,RABICHO,KIT RABICHO PERFIL LED FLEXÍVEL 1610
6556,RABICHO,KIT RABICHO PERFIL LED FLEXÍVEL 1010
6557,LUMINARIA,LUMINARIA SPOT LED NX-05R PRETO 5W 3000K
6558,LUMINARIA,LUMINARIA SPOT LED NX-05R PRETO 5W 6500K
6559,LUMINARIA,LUMINARIA SPOT LED NX-05Q PRETO 5W 3000K
6560,LUMINARIA,LUMINARIA SPOT LED NX-05Q PRETO 5W 6500K
6561,LUMINARIA,LUMINÁRIA DE EMB PL-004A 18W 6500K PRETA
6562,LUMINARIA,LUMINARIA EMB QD PL-005A 25W 6500K BLACK
6563,LUMINARIA,LUMINÁRIA DE SOB LED NL-LT018J 18W PRETA
6567,ESPELHO LED,ESPELHO LED TOUCH AURORA-120/3000K
6568,ESPELHO LED,ESPELHO LED TOUCH ORION-150/3000K
6570,ESPELHO LED,ESPELHO LED TOUCH VÉRTICE-80/3000K
6571,ESPELHO LED,ESPELHO LED TOUCH ELT-60R/3000K
6572,ESPELHO LED,ESPELHO LED TOUCH ELT-80R/3000K
6573,ESPELHO LED,ESPELHO LED TOUCH SERENA-80/3000K
6574,ESPELHO LED,ESPELHO LED TOUCH ORGANIC-80/3000K
6575,ESPELHO LED,ESPELHO LED LUZZIA-70/3000K
6576,LUMINARIA,PLAFON LED ORBITAL-001/400B 25W 3 EM 1
6577,LUMINARIA,PLAFON LED PRISMA-001/400B 3EM1 25W 3 EM 1
6578,LUMINARIA,PLAFON LED PRISMA-001/500B 3EM1 35W 3 EM 1
6579,LUMINARIA,PLAFON LED LUNA-400/MD 25W 3EM1
6580,PENDENTE,PENDENTE LED ACR-002D/150 35W 3EM1 1500mm
6581,PENDENTE,PENDENTE LED WAVES-001P 25W 3 EM 1
6582,LUMINARIA,PLAFON LED GEMINI-001B 30W 3EM1
6583,LUMINARIA,PLAFON LED GEMINI-001MD 30W 3EM1
6584,LUMINARIA,PLAFON LED NATURA-001/900MD 35W 3 EM 1
6585,PENDENTE,PENDENTE LED SOFT-001/980MD 35W 3 EM 1
6587,LUMINARIA,PLAFON LED CYGNUS-400/B 27W 3EM1
6588,LUMINARIA,PLAFON LED CYGNUS-400/P 27W 3EM1
6589,LUMINARIA,PLAFON LED CANNIS-400/MD 27W 3EM1
6590,PENDENTE,PENDENTE LED LUMMUS-500/P 45W 3EM1
6591,LUMINARIA,PLAFON LED VERSA-400/B 27W 3EM1
6592,SPOT,LUMINARIA SPOT LED DIRECT-005B BRANCO 10W 3000K
6593,SPOT,LUMINARIA SPOT LED DIRECT-005BP BRANCO E PRETO 10W 3000K
6594,SPOT,LUMINARIA SPOT LED DIRECT-005P PRETO 10W 3000K
6595,ARANDELA,ARANDELA LED ALN-301 12W 3000K
6596,ARANDELA,ARANDELA LED LUMIDOCK-001P 1W 3000K
6597,ARANDELA,ARANDELA LED LUMIDOCK-001B 1W 3000K
6604,PENDENTE,PENDENTE LED LM-007 E-27x7
6605,LUSTRE,LUSTRE LED BRISK-001/8 90W 3000K
6606,LUSTRE,LUSTRE LED BRISK-001/12 120W 3000K
6607,PENDENTE,PENDENTE LED ACR-002/180 40W 3EM1 1800MM
6608,LUM EMBUTIR,PAINEL LED DE EMBUTIR PLE-012Q 12W 6500K QUADRADO
6609,LUM EMBUTIR,PAINEL LED DE EMBUTIR PLE-018Q 18W 6500K QUADRADO
6610,LUM EMBUTIR,PAINEL LED DE EMBUTIR PLE-024Q 24W 6500K QUADRADO
6611,LUM EMBUTIR,PAINEL LED DE SOBREPOR PLS-012Q 12W 6500K QUADRADO
6612,LUM EMBUTIR,PAINEL LED DE SOBREPOR PLS-018Q 18W 6500K QUADRADO
6613,LUM EMBUTIR,PAINEL LED DE SOBREPOR PLS-024Q 24W 6500K QUADRADO
6614,REFLETOR,REFLETOR LED 50W 3000K RLA050-01
6615,REFLETOR,REFLETOR LED 50W 6500K RLB050-02
6616,REFLETOR,REFLETOR LED 100W 3000K RLA100-01
6617,REFLETOR,REFLETOR LED 100W 6500K RLB100-02
6618,REFLETOR,REFLETOR LED 200W 6500K RLB200-02
6632,REFLETOR,REFLETOR LED SLIM RLB200-01 200W 6500K
6633,REFLETOR,REFLETOR LED SLIM RLB400-01 400W 6500K
6635,REFLETOR,REFLETOR LED SLIM RLB100-01 100W 6500K
6636,REFLETOR,REFLETOR LED SLIM RLB300-01 300W 6500K
6637,REFLETOR,REFLETOR LED SLIM RLB500-01 500W 6500K
6638,REFLETOR,REFLETOR LED SLIM RLB020-01 20W 6500K
6640,REFLETOR,REFLETOR LED SLIM RLB050-01 50W 6500K
6646,PENDENTE,PENDENTE PSR-010MD/500
6648,LUMINARIA,LUMINÁRIA ULTRA SLIM 18W 6500K PRETA
6649,LUMINARIA,LUMINÁRIA ULTRA SLIM 36W 6500K PRETA
